ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
37651,Krajów,75-575,Jasna,560,
37652,Barankowo,75-122,Cedrowa,325,
37653,Banino,90-376,Magnolii,900,
37654,Leszczyn,52-375,Tradycji,942,38
37655,Abramowice,65-827,Liliowa,198,
37656,Grabianka,77-265,Daleka,298,55
37657,Rogielkajmy,68-308,Szkutnicza,248,61
37658,Barciany,73-760,Mahoniowa,70,
37659,Krzepczów,91-230,Zwyciestwa,626,
37660,Barchnowy,67-783,Promykowa,611,
37661,Antonowo,16-802,Jagodowa,953,
37662,Langanki,40-739,Zyzna,525,
37663,Bagniewko,59-287,Tkacka,850,
37664,Bajdyty,31-939,Malinowa,200,73
37665,Lasanka,71-701,Morska,201,94
37666,Bania,16-771,Blawatkow,422,67
37667,Banie,64-487,Wodnika,976,
37668,Kramarzewo,37-156,Zielone Wzgorze,644,60
37669,Rogalice,42-249,Gerberowa,190,83
37670,Abramowice,78-200,Gozdzikow,165,22
37671,Lubejki,32-999,Tatarakow,686,55
37672,Barak,37-800,Debowa,355,
37673,Krzepice,20-501,Parkowa,468,96
37674,Grabianów,54-364,Promowa,621,71
37675,Lalin,83-562,Pancerniakow,586,45
37676,Bachorzew,79-317,Skowronkow,389,91
37677,Krzepielów,58-606,Jeziorna,196,77
37678,Rogienice,90-196,Daktylowa,426,
37679,Laskowa,57-971,Krokusow,311,78
37680,Bandrów,18-812,Zakole,710,7
37681,Rogalinek,24-993,Szafirkow,718,
37682,Krzepocinek,45-930,Jeziorna,205,
37683,Ladzin,58-110,Rzeczna,724,
37684,Krzepocin,73-607,Szafirkow,219,2
37685,Godziszewo,47-491,Zefirowa,648,16
37686,Kupienin,42-748,Niepodleglosci,224,
37687,Bachórzec,95-867,Ptasia,295,62
37688,Kraków,60-771,Teczy,98,
37689,Barchaczów,82-503,Zytnia,7,88
37690,Lasek,68-248,Gozdzikow,822,61
37691,Barce,49-715,Boczna,290,
37692,Rogalinko,23-681,Promowa,141,42
37693,Krzepin,11-533,Bliska,74,34
37694,Grabczok,16-857,Cisowa,594,
37695,Lubaszowa,87-188,Hebanowa,849,27
37696,Krzepielów,13-623,Parkowa,754,72
37697,Gorzków,33-455,Czeremchowa,188,22
37698,Baldram,59-627,Malinowa,492,25
37699,Adamowa,97-237,Krawiecka,637,
37700,Baciki,73-369,Zurawia,121,70
37701,Godziszewo,66-218,Tradycji,986,
37702,Barbarka,25-717,Niezapominajek,455,
37703,Lubatówka,61-504,Spacerowa,773,32
37704,Balików,70-967,Zalesie,983,
37705,Gorzkowiczki,91-360,Krakowska,788,
37706,Abramowice,56-589,Swierkowa,553,24
37707,Balbinów,47-123,Biwakowa,352,
37708,Krzepielów,97-821,Sadowa,379,
37709,Gorzyczany,61-930,Szyprow,870,43
37710,Gorzkowiczki,91-495,Syrenki,551,
37711,Krzepocin,19-720,Torfowa,148,2
37712,Balewko,10-686,Promowa,556,38
37713,Adamczowice,76-994,Rzeczna,66,
37714,Krapkowice,54-678,Zgoda,58,65
37715,Antolka,20-197,Jagodowa,303,88
37716,Ladorudz,28-242,Slowikow,982,
37717,Laliki,21-270,Promowa,503,
37718,Kranów,56-890,Podmiejska,631,
37719,Kuplisk,13-400,Rumiank�w,141,28
37720,Adampol,59-635,Pogodna,401,
37721,Leszczyna,62-969,Krotka,222,
37722,Lubecko,36-439,Kra�cowa,351,43
37723,Krakowice,75-433,Polnocna,842,23
37724,Grabarka,55-677,Akacjowa,303,40
37725,Antolin,58-583,Stokrotek,978,
37726,Grabia,70-556,Jachtowa,120,
37727,Adamowa,18-751,Orlikow,413,89
37728,Bañska,54-722,Hebanowa,980,
37729,Rogaszyn,56-208,Krotka,972,
37730,Ladeniska,64-794,Pancerniakow,27,
37731,Rogaszyce,26-998,Olchowa,235,1
37732,Bagny,38-961,Nagietkow,995,
37733,Laliki,16-719,Wichrowa,151,16
37734,Grabianów,55-496,Macierzy,509,
37735,Rogaszyn,20-297,Bzow,931,
37736,Grabek,89-579,Spoldzielcza,965,
37737,Bagatela,58-183,Mlynska,805,63
37738,Leszczynka,97-602,Wedrowna,280,72
37739,Bachorzew,28-323,Strumykowa,663,56
37740,Baranówko,93-782,Palmowa,128,
37741,Kupinin,32-697,Zalesie,886,50
37742,Kupnina,26-645,Rumiank�w,724,
37743,Bachmackie,15-931,Szyprow,432,
37744,Baligród,48-568,Wisniowa,831,47
37745,Krzepielów,34-250,Krakowska,762,88
37746,Abramów,92-577,Nadbrzezna,8,29
37747,Grabianka,20-382,Zarnowiecka,856,
37748,Krzepice,77-108,Mahoniowa,201,75
37749,Landzmierz,15-495,Slaska,548,49
37750,Lubasz,45-270,Brzozowa,787,
37751,Bajkowizna,77-461,Strumykowa,314,46
37752,Balbinów,32-412,Nasturcji,7,22
37753,Bagrowo,91-924,Zlota,75,15
37754,Abramowice,26-197,Ulanska,871,81
37755,Adamówek,54-663,Jasna,487,26
37756,Rogawica,61-919,Jarzebinowa,404,
37757,Laskowo,54-799,Rumiank�w,537,81
37758,Bale,71-961,Rubinowa,640,57
37759,Leszkiemie,42-942,Teczy,85,
37760,Bagrowo,85-404,Rubinowa,93,67
37761,Krzepin,50-496,Podmiejska,211,81
37762,Kupce,57-158,Szyprow,325,19
37763,Baranówek,22-845,Brzozowa,745,14
37764,Antonówka,29-963,Zurawinowa,810,
37765,Balcarzowice,93-383,Zurawinowa,350,
37766,Gorzków,10-741,Zytnia,434,47
37767,Bale,22-735,Zacisze,234,
37768,Kupienin,75-174,Wrzesniowa,443,47
37769,Rogity,25-855,Tradycji,315,12
37770,Badulki,83-655,Stokrotek,789,82
37771,Adamkowo,57-165,Sloneczna,439,37
37772,Balice,41-689,Gęsia,327,88
37773,Grabarze,39-909,Gajowa,240,50
37774,Rogaszyn,58-662,Teczy,659,22
37775,Baranica,80-421,Rzepakowa,103,22
37776,Bajkowizna,33-312,Magnolii,350,
37777,Lubianka,18-528,Cisowa,105,
37778,Bañska,93-885,Azaliowa,220,90
37779,Lubianki,98-198,Macierzy,825,17
37780,Antomieszki,92-833,Tulipanow,860,
37781,Bachmatówka,26-243,Lakowa,326,
37782,Antoniewko,22-733,Zwyciestwa,773,88
37783,Barcie,22-757,Jesionowa,298,
37784,Lalin,69-943,Prosta,696,
37785,Lubiana,64-645,Niezapominajek,21,
37786,Adamówek,85-293,Rycerska,204,27
37787,Bakaniuk,47-328,Sezamkowa,796,
37788,Bagicz,40-371,Polnocna,556,
37789,Gorzyce,77-991,Przyjazni,428,3
37790,Luberadzyk,25-792,Zalesie,258,62
37791,Bania,58-220,Tulipanow,713,6
37792,Baldwinowice,75-964,Projektantow,840,
37793,Baliki,38-436,Jarzebinowa,905,13
37794,Lakiele,27-161,Cicha,914,
37795,Rogalice,61-351,Pigwowa,122,
37796,Antolin,61-551,Stoczniowcow,906,83
37797,Lubcz,77-726,Parkowa,490,74
37798,Annówka,91-736,Letnia,799,
37799,Barciany,80-404,Opalowa,595,42
37800,Adamczycha,36-490,Lesna,516,
37801,Rogielkajmy,86-111,Teczy,251,
37802,Rogalice,65-366,Stokrotek,2,
37803,Rogienice,23-170,Prosta,888,78
37804,Leszczyn,57-628,Tatarakow,169,
37805,Adamówka,17-661,Diamentowa,813,
37806,Bajory,38-218,Strefowa,315,51
37807,Gorzyca,77-791,Cedrowa,338,
37808,Lamki,43-117,Promykowa,673,
37809,Kramnik,16-337,Szkutnicza,283,29
37810,Balewo,48-300,Tulipanow,382,72
37811,Lubiaszów,58-987,Tatarakow,934,
37812,Lubczyna,24-199,Modrzewiowa,136,67
37813,Leszczynek,29-587,Klonowa,149,54
37814,Rogalinek,22-319,Gajowa,933,
37815,Gorzkowice,24-445,Dworcowa,650,38
37816,Barcinek,31-284,Jarzebinowa,174,37
37817,Bale,17-162,Sarzynska,257,16
37818,Antonie,91-623,Zurawia,985,8
37819,Kranów,42-792,Zytnia,734,
37820,Lubatowa,75-652,Dobra,74,
37821,Adamówka,94-665,Zurawia,629,
37822,Antonielów,81-677,Slupska,748,25
37823,Rogawka,37-462,Modrzewiowa,616,94
37824,Bagniewko,44-872,Daleka,24,6
37825,Lubianków,26-588,Tkacka,101,
37826,Godziszewy,40-503,Malownicza,915,2
37827,Balin,21-705,Mlynska,569,1
37828,Antonie,63-752,Malownicza,526,
37829,Rogiedle,79-296,Zefirowa,118,
37830,Lasaki,12-385,Boczna,748,
37831,Baniocha,34-760,Sadowa,897,27
37832,Antonielów,34-435,Akacjowa,2,45
37833,Anonin,33-509,Szkolna,768,44
37834,Bachmackie,16-206,Letnia,362,
37835,Lafajetowo,51-433,Sarzynska,926,
37836,Laseczno,21-281,Magnolii,287,
37837,Lubcz,72-370,Nagietkow,323,63
37838,Krakówek,94-888,Sprezarkowa,772,46
37839,Laskowo,39-873,Palmowa,653,46
37840,Lubczyna,79-159,Sprezarkowa,896,96
37841,Gorzyca,45-753,Promowa,534,
37842,Barbarka,22-729,Liliowa,992,83
37843,Lasanka,95-793,Macierzy,975,32
37844,Gorzyce,81-762,Parkowa,902,26
37845,Lakiele,28-779,Irysow,791,47
37846,Baraki,26-775,Wrzosow,638,
37847,Baranówka,47-798,Jodlowa,929,43
37848,Bagatele,11-728,Teczy,76,
37849,Bachus,34-341,Skowronkow,413,52
37850,Adamek,80-137,Wedrowna,480,47
37851,Adamowizna,62-556,Widokowa,261,
37852,Antoninek,79-763,Topolowa,594,
37853,Kup,82-704,Sprezarkowa,416,
37854,Lubiana,76-902,Mlodosci,12,
37855,Rogalino,67-110,Szkolna,666,
37856,Balcarzowice,63-507,Spoldzielcza,182,85
37857,Rogierówko,55-407,Torfowa,755,
37858,Baranowice,49-902,Rycerska,9,
37859,Balice,65-858,Gozdzikow,932,65
37860,Kuranów,93-623,Tradycji,369,91
37861,Leszczynek,71-980,Zyzna,612,58
37862,Adamów,46-225,Jarzebinowa,967,0
37863,Banachy,17-827,Slowikow,147,64
37864,Bagatelka,78-464,Malinowa,337,
37865,Kramarzewo,77-764,Lniana,902,
37866,Bagienki,41-588,Tulipanow,964,
37867,Rogaszyce,98-520,Orzechowa,942,
37868,Adamowo,20-501,Modrzewiowa,340,95
37869,Gorzyca,76-549,Plowce,400,
37870,Bale,56-147,Sportowa,876,10
37871,Godziszka,20-296,Hebanowa,764,
37872,Adamówka,12-481,Ziemowita,194,
37873,Lubiaszów,22-419,Pancerniakow,665,
37874,Kramarzówka,72-419,Sadowa,525,83
37875,Banachy,48-504,Sadowa,281,
37876,Gorzyce,19-366,Truskawkowa,143,97
37877,Antoninek,54-191,Szyprow,41,17
37878,Baczków,26-678,Wiatrow,405,31
37879,Barcikowo,65-968,Wiazowa,53,
37880,Abisynia,47-935,Modrzewiowa,236,
37881,Bagatela,37-129,Saperow,172,46
37882,Adamówka,36-139,Rzemieslnicza,655,35
37883,Bañki,75-667,Wisniowa,808,
37884,Anteczków,96-926,Grodzka,680,
37885,Leszczyniec,46-108,Topolowa,954,
37886,Bachów,44-453,Kra�cowa,719,
37887,Baldram,95-775,Widokowa,426,46
37888,Kranek,54-203,Dworcowa,801,43
37889,Barcino,69-253,Zalesie,780,6
37890,Bachórzec,61-859,Podmiejska,462,60
37891,Gorzyce,68-321,Teczy,710,88
37892,Landzmierz,48-593,Biwakowa,992,95
37893,Krzepczów,54-176,Szkutnicza,329,50
37894,Adaminowo,13-638,Sadowa,380,
37895,Krajów,27-366,Czeremchowa,644,44
37896,Landek,17-661,Slowikow,631,12
37897,Lubczyna,82-843,Rubinowa,873,80
37898,Abramowice,88-915,Limbowa,270,56
37899,Adamczycha,99-708,Leszczynowa,882,78
37900,Leszczynki,87-279,Zyzna,485,57
37901,Barciszewo,37-797,Boczna,3,31
37902,Godziszowa,37-198,Bursztynowa,891,83
37903,Lady,65-200,Zurawia,956,59
37904,Lubianków,18-652,Slowianska,413,4
37905,Adamówek,76-178,Promowa,913,17
37906,Kraplewo,29-179,Szpitalna,331,54
37907,Abisynia,62-546,Czeresniowa,548,
37908,Antoniny,28-789,Cicha,866,
37909,Antonina,55-237,Tkacka,50,31
37910,Baranówka,66-332,Polna,601,63
37911,Kupce,57-769,Jabloniowa,835,89
37912,Bachorze,44-493,Szafirkow,917,
37913,Anonin,16-955,Szyprow,882,
37914,Abramów,79-888,Azaliowa,596,84
37915,Barankowo,43-904,Saperow,394,
37916,Bagniewko,17-197,Wichrowa,369,18
37917,Baranowo,86-273,Roz,268,
37918,Rogalów,35-918,Zarnowiecka,693,
37919,Leszczynka,62-156,Slonecznikow,98,88
37920,Bania,40-554,Zakole,241,
37921,Gorzyca,79-459,Wspolna,34,17
37922,Lubianka,91-938,Zarnowiecka,499,34
37923,Rogalów,52-884,Makow,440,39
37924,Bachorzyn,71-613,Krakowska,640,
37925,Lubartów,52-553,Akacjowa,174,35
37926,Kupnina,31-960,Ziemowita,167,86
37927,Balków,88-436,Daleka,778,
37928,Laskowiec,14-485,Wierzbowa,457,
37929,Gorzuchowo,62-233,Jezynowa,955,
37930,Leszczyna,59-935,Cisowa,226,
37931,Gorzyczki,74-348,Nagietkow,15,26
37932,Bagatele,75-906,Solecka,204,21
37933,Lalkowy,33-769,Pogodna,56,
37934,Leszkomin,43-249,Ptasia,573,
37935,Gorzuchy,75-203,Rycerska,120,
37936,Antonin,61-749,Wichrowa,770,4
37937,Gorzyca,11-139,Brzozowa,798,
37938,Barak,53-763,Polnocna,18,67
37939,Barak,32-228,Liliowa,278,47
37940,Ladzin,24-558,Tatarakow,871,
37941,Bagniuki,37-119,Jezynowa,966,58
37942,Godziszowa,91-603,Parkowa,575,
37943,Lubiana,21-528,Tatarakow,391,
37944,Baczyna,42-714,Daktylowa,852,
37945,Kupienin,86-292,Magnolii,9,97
37946,Barbarka,75-134,Roz,424,94
37947,Kramkówka,67-607,Spoldzielcza,718,80
37948,Balnica,13-401,Klonowa,619,
37949,Lubatowa,49-277,Wrzesniowa,70,
37950,Krzepielów,37-936,Polna,909,45
37951,Antolka,14-630,Stoczniowcow,189,
37952,Adampol,83-154,Bursztynowa,987,49
37953,Bagienki,94-573,Jabloniowa,912,
37954,Krakówek,39-723,Irysow,93,69
37955,Rogaszyn,93-438,Kupiecka,755,
37956,Grabarka,15-813,Daktylowa,657,48
37957,Kramkówka,93-960,Promowa,960,
37958,Adamek,75-922,Harcerska,79,29
37959,Barbarówka,99-534,Cicha,199,
37960,Baranowo,74-495,Sezamkowa,752,
37961,Antoniewko,38-435,Prosta,903,87
37962,Rogalinek,80-351,Roz,639,72
37963,Bagna,79-889,Blekitna,373,36
37964,Lubianka,89-991,Spacerowa,601,10
37965,Antoniewko,85-502,Ksiezycowa,533,
37966,Barciszewo,86-246,Mirtowa,458,
37967,Krzesimowo,95-579,Tkacka,903,31
37968,Bagdad,54-642,Rzepakowa,771,17
37969,Laskowizna,76-125,Wakacyjna,415,
37970,Bagienki,74-755,Gęsia,225,87
37971,Baniewice,18-968,Rycerska,234,52
37972,Barcinek,75-402,Syrenki,12,85
37973,Abramowice,64-656,Spokojna,681,
37974,Lasek,60-815,Malownicza,289,82
37975,Lamkówko,78-911,Nadbrzezna,351,70
37976,Bachorzew,61-260,Zurawia,580,
37977,Lubiaszów,82-367,Wrzosow,280,
37978,Adamowice,33-956,Polnocna,715,
37979,Antoniówka,91-569,Truskawkowa,707,
37980,Baczki,46-564,Czeremchowa,363,91
37981,Antoniówka,52-826,Sadowa,785,
37982,Baran,51-806,Szafranowa,904,57
37983,Adamczycha,11-438,Sarzynska,261,57
37984,Barany,29-768,Zgoda,119,
37985,Adamczycha,19-653,Tatarakow,443,
37986,Bagicz,46-277,Ulanska,696,40
37987,Bañkowszczyzna,31-885,Mahoniowa,826,69
37988,Lamk,17-569,Zielone Wzgorze,327,
37989,Rogalinko,62-222,Zorzy,498,
37990,Kupnina,76-901,Kupiecka,387,70
37991,Bakaniuk,28-644,Strusia,346,2
37992,Lubawka,29-788,Rumiank�w,54,71
37993,Lalin,71-369,Sportowa,905,
37994,Kupnina,61-423,Przyjazni,883,34
37995,Balków,60-854,Tradycji,432,
37996,Lasaki,20-409,Zefirowa,160,87
37997,Rogalinko,95-662,Przepiorek,671,47
37998,Baczyna,82-234,Niezapominajek,168,
37999,Kupna,89-372,Strumykowa,999,14
38000,Badów,14-505,Mlynska,617,
38001,Lubenia,39-757,Gęsia,60,85
38002,Adamów,87-808,Kra�cowa,905,
38003,Baran,83-135,Sloneczna,515,
38004,Rogalinko,52-541,Jasminowa,836,
38005,Barciszewo,61-355,Lniana,172,
38006,Anteczków,80-466,Sadowa,570,11
38007,Bagny,30-359,Szafirkow,445,
38008,Lamki,20-809,Bzow,301,
38009,Rogazy,30-181,Sadowa,976,
38010,Baran,16-601,Zlotych Klosow,348,81
38011,Kupienin,25-362,Nagietkow,237,21
38012,Balików,70-291,Slaska,496,66
38013,Kramkówka,80-295,Papiernicza,98,37
38014,Rogalki,72-537,Stoczniowcow,925,73
38015,Laski,51-176,Roz,791,
38016,Baranowice,39-466,Truskawkowa,121,98
38017,Baranów,57-972,Zurawia,153,46
38018,Baranki,53-390,Wesola,954,
38019,Bañska,74-761,Zurawia,916,17
38020,Lalkowy,68-177,Gerberowa,522,
38021,Leszczynka,76-524,Rzeczna,156,29
38022,Gorzupia,30-852,Zgoda,540,14
38023,Anonin,88-525,Szafirkow,365,96
38024,Leszkowice,73-165,Jeziorna,249,
38025,Lubczyno,33-633,Wedrowna,531,63
38026,Lubatowa,34-174,Jachtowa,189,
38027,Bajkowizna,25-583,Pigwowa,131,
38028,Adamki,45-667,Irysow,160,72
38029,Baliki,83-886,Rzemieslnicza,324,
38030,Rogaszyn,43-605,Lakowa,156,
38031,Grabianka,41-663,Sliwkowa,755,4
38032,Adamek,87-349,Magnolii,353,
38033,Bachów,76-413,Szafirkow,608,82
38034,Barcino,17-194,Rozana,144,
38035,Gorzkowiczki,44-513,Rybacka,941,
38036,Kupce,21-562,Polna,766,55
38037,Baczki,91-763,Kra�cowa,277,
38038,Baniocha,98-184,Zorzy,37,42
38039,Barak,82-979,Sliwkowa,345,96
38040,Balcarzowice,79-640,Szafirkow,913,
38041,Anonin,40-691,Promowa,300,15
38042,Laski,41-624,Cicha,997,99
38043,Antonia,73-366,Rubinowa,479,20
38044,Bajdyty,52-322,Swierkowa,120,41
38045,Lakiele,12-666,Zwirowa,586,70
38046,Laski,24-817,Klonowa,186,3
38047,Bajtkowo,95-676,Szafirkow,460,
38048,Barcino,31-547,Stokrotek,327,82
38049,Krzesimowo,33-233,Topolowa,63,
38050,Lamkówko,74-247,Deszczowa,519,
38051,Antonowo,50-934,Przepiorek,48,18
38052,Rogieniczki,66-819,Szafranowa,641,
38053,Gorzyczany,50-828,Opalowa,223,
38054,Grabanów,95-214,Slowikow,236,69
38055,Barcino,51-575,Torfowa,7,87
38056,Adamówek,84-707,Jagodowa,797,
38057,Antoniki,83-522,Zurawinowa,450,
38058,Bagienice,73-974,Czeresniowa,401,
38059,Adamowa,74-651,Owsiana,670,32
38060,Antonia,97-869,Liliowa,188,
38061,Bachorze,52-170,Malinowa,627,
38062,Kramarzyny,43-751,Spokojna,913,27
38063,Bandrów,26-281,Wisniowa,613,59
38064,Baldram,91-608,Slowianska,281,
38065,Gorzupia,46-974,Strefowa,652,
38066,Barchów,69-679,Wodnika,437,
38067,Rogi,48-575,Torfowa,763,50
38068,Adamówka,62-633,Swierkowa,660,31
38069,Kramarka,39-371,Jagodowa,430,
38070,Godziszewy,62-118,Daleka,132,
38071,Leszczyna,66-495,Zalesie,846,
38072,Antonówka,21-906,Przyjazni,739,12
38073,Krapkowice,41-644,Bursztynowa,280,34
38074,Landzmierz,64-296,Spacerowa,438,
38075,Barchów,88-962,Palmowa,970,88
38076,Balewko,59-558,Dworcowa,989,69
38077,Kraplewo,41-969,Polna,115,74
38078,Balice,48-508,Wrzosow,437,
38079,Kurabka,28-300,Gwiezdna,646,12
38080,Krakowice,17-898,Sportowa,121,
38081,Kupimierz,20-507,Slaska,395,23
38082,Barchaczów,54-323,Sloneczna,267,68
38083,Baniewice,86-605,Zwirowa,738,
38084,Antoniewice,23-392,Orlikow,684,93
38085,Leszczyniak,65-154,Wspolna,672,
38086,Grabce,93-275,Tulipanow,627,62
38087,Bañki,48-136,Gwiezdna,691,76
38088,Barbarka,48-396,Niezapominajek,18,74
38089,Ladorudzek,93-694,Jasna,756,60
38090,Antolka,24-100,Glogowa,317,
38091,Laski,37-271,Biwakowa,868,62
38092,Lamki,49-675,Strusia,123,14
38093,Kupinin,12-645,Jodlowa,221,32
38094,Lamkówko,80-541,Torfowa,443,
38095,Adamki,14-389,Pancerniakow,209,28
38096,Balinka,75-906,Bursztynowa,937,97
38097,Adamówka,81-832,Opalowa,809,51
38098,Kramarka,53-463,Skowronkow,936,
38099,Gorzupia,56-537,Lniana,509,
38100,Lubartów,44-239,Zorzy,868,
38101,Antoniewice,83-929,Stoczniowcow,831,
38102,Adamki,65-960,Olchowa,811,96
38103,Bañki,73-477,Szmaragdowa,709,
38104,Baraniec,71-378,Stokrotek,785,
38105,Antonin,17-349,Spokojna,2,72
38106,Krakówek,78-330,Kupiecka,709,
38107,Antoninek,63-628,Smiala ,516,
38108,Kupin,28-217,Strumykowa,973,33
38109,Antonielów,38-337,Projektantow,874,
38110,Baranowice,84-505,Szpitalna,694,
38111,Balice,36-117,Rubinowa,639,
38112,Adamczowice,24-493,Sliwkowa,250,88
38113,Baczki,57-199,Wodnika,974,
38114,Lakiele,77-480,Skowronkow,499,
38115,Baligród,10-800,Lniana,920,
38116,Godziszka,83-413,Stokrotek,875,
38117,Baczyna,18-770,Macierzy,943,
38118,Lubaty,88-865,Macierzy,907,11
38119,Antolin,36-123,Przyjazni,478,31
38120,Leszkowice,74-831,Wiatrow,819,60
38121,Kranek,83-898,Brzozowa,347,31
38122,Adamów,42-853,Plowce,93,
38123,Rogienice,37-108,Blekitna,538,93
38124,Bajdy,99-902,Wedrowna,407,
38125,Gorzów,46-990,Czeremchowa,324,87
38126,Lalkowy,58-786,Wspolna,343,90
38127,achanowo,81-161,Szyprow,181,95
38128,Balinka,70-528,Parkowa,366,11
38129,Barciany,86-257,Czeremchowa,493,15
38130,Adamczycha,73-214,Zielone Wzgorze,602,3
38131,Kramnik,41-574,Jagodowa,775,9
38132,Barankowo,95-940,Zwyciestwa,262,13
38133,Laskowa,91-309,Liliowa,33,
38134,Bagnica,91-715,Ptasia,440,
38135,Grabianowo,59-406,Deszczowa,598,
38136,Bagienko,69-769,Palmowa,103,
38137,Krapkowice,72-720,Daleka,668,77
38138,Baranówek,67-881,Kasztanowa,135,50
38139,Krzepin,48-941,Niezapominajek,193,86
38140,Kupce,49-913,Lakowa,457,
38141,Bagnica,83-486,Niezapominajek,476,
38142,Antoniewice,98-753,Irysow,214,
38143,Kup,52-649,Akacjowa,629,
38144,Banachy,76-766,Panoramiczna,537,
38145,Rogazy,30-247,Zarnowiecka,634,68
38146,Barciszewo,78-277,Strusia,368,9
38147,Adamek,16-658,Topolowa,109,29
38148,Adamek,40-865,Macierzy,98,
38149,Baczyna,19-179,Krokusow,858,83
38150,Anteczków,56-579,Sadowa,199,
38151,Gorzów,65-343,Tkacka,807,
38152,Baliki,67-440,Smiala ,229,71
38153,Baczków,62-858,Kasztanowa,2,
38154,Lubasz,24-602,Cisowa,705,36
38155,Rogalinek,91-848,Wiazowa,58,
38156,Kurabka,70-304,Akacjowa,523,
38157,Rogienice,94-258,Glogowa,757,
38158,Lasek,37-420,Szkutnicza,399,73
38159,Badulki,68-798,Papiernicza,17,
38160,Gorzupia,30-337,Jabloniowa,531,
38161,Lubian,78-142,Wiazowa,187,23
38162,Adamów,70-251,Jabloniowa,723,
38163,Balków,93-981,Bursztynowa,140,93
38164,Antoniewko,14-271,Szkolna,6,81
38165,Lubianka,96-438,Pogodna,548,
38166,Adamczowice,47-619,Promowa,41,
38167,Baranówka,89-296,Wisniowa,755,42
38168,Kramarzówka,84-817,Poziomkowa,631,
38169,Baldwinowice,25-939,Jodlowa,652,76
38170,Banica,81-541,Zwirowa,666,
38171,Rogienice,68-590,Jodlowa,621,10
38172,Antonielów,49-802,Rubinowa,194,10
38173,Baniewice,30-207,Tychowska,807,93
38174,Barciany,17-331,Cedrowa,141,9
38175,Bagrowo,23-821,Zacisze,557,0
38176,Kupienin,12-240,Jachtowa,682,22
38177,Bañska,91-574,Gwiezdna,311,90
38178,Adamowice,97-550,Smiala ,378,
38179,Baranowo,28-828,Fiolkow,647,51
38180,Lubcz,63-237,Opalowa,568,58
38181,Rogalino,29-269,Bajkowa,878,
38182,Leszczynki,69-555,Pogodna,866,38
38183,Antoniówka,23-929,Jeziorna,778,60
38184,Antonówka,25-338,Rzemieslnicza,610,51
38185,Lubianków,48-920,Olchowa,990,55
38186,Kupce,52-171,Spoldzielcza,830,
38187,Barcino,37-200,Glogowa,59,7
38188,Bachlawa,79-969,Mahoniowa,279,47
38189,Rogity,55-336,Zlota,191,
38190,Balcerów,23-133,Slonecznikow,860,
38191,Leszkiemie,47-675,Azaliowa,12,11
38192,Kupimierz,76-103,Zlotych Klosow,192,
38193,Balin,41-267,Slowianska,936,
38194,Gorzów,72-919,Cicha,11,38
38195,Bagienice,16-517,Topolowa,717,
38196,Landzmierz,60-583,Zeglarska,306,30
38197,Baranki,69-727,Boczna,10,
38198,Gorzuchy,93-723,Rzeczna,846,67
38199,Laska,96-137,Jezynowa,271,
38200,Bajerze,71-620,Prosta,657,50
38201,Badulki,98-890,Leszczynowa,69,
38202,Godziszów,52-832,Rozana,675,21
38203,Baczyna,38-142,Irysow,391,23
38204,Rogalinko,77-107,Prosta,324,
38205,Baczyna,63-974,Malinowa,192,
38206,Bajerze,69-899,Kasztanowa,643,
38207,Godziszewo,19-592,Jabloniowa,92,17
38208,Godziszowa,57-771,Szpitalna,220,
38209,Gorzuchy,74-816,Fiolkow,79,12
38210,Antoniówka,84-237,Stokrotek,798,
38211,Bagienica,94-775,Szkolna,481,
38212,Antonówka,98-205,Jodlowa,170,58
38213,Antonówka,36-540,Blekitna,710,63
38214,Krzepocin,75-896,Strumykowa,275,88
38215,Lubaszcz,80-572,Opalowa,564,
38216,Grabanów,13-189,Magnolii,981,
38217,Lakiele,65-341,Brzozowa,622,18
38218,Luberadzyk,55-882,Krakowska,716,
38219,Bagniewo,67-368,Sportowa,82,31
38220,Lubiana,67-367,Hebanowa,731,
38221,Krakowice,55-192,Prosta,487,
38222,Bachorza,47-314,Kalinowa,406,16
38223,Lamkowo,64-864,Solecka,755,35
38224,Gorzycko,99-888,Wichrowa,814,74
38225,Bale,66-450,Wiklinowa,148,
38226,Balnica,54-375,Zytnia,765,90
38227,Kup,25-915,Wedrowna,136,
38228,Banaszki,59-732,Pocztowa,231,73
38229,Bajorski,49-992,Szafirkow,830,
38230,Godziszewo,48-526,Gęsia,900,61
38231,Adamczycha,78-540,Wypoczynkowa,557,13
38232,Barcie,89-972,Azaliowa,987,31
38233,Bagrowo,33-835,Szafranowa,244,
38234,Lubaszowa,41-196,Parkowa,851,
38235,Ladorudz,36-903,Wichrowa,316,
38236,Lubczyno,58-956,Zalesie,205,
38237,Las,52-298,Spokojna,760,47
38238,achanowo,71-945,Gęsia,647,28
38239,Abramów,87-796,Zurawia,425,99
38240,Krajów,73-271,Hebanowa,987,
38241,Bajory,10-428,Daleka,876,
38242,Baraniec,23-480,Liliowa,415,91
38243,Baranówek,79-187,Zalesie,284,75
38244,Banino,55-998,Boczna,367,
38245,Lakiele,15-551,Slonecznikow,566,15
38246,Banie,34-964,Jezynowa,780,
38247,Adamka,46-395,Jodlowa,840,95
38248,Antolka,88-809,Rzepakowa,911,
38249,Bachorzew,18-539,Polnocna,63,25
38250,Leszczyn,21-790,Slowianska,896,11
