id,miasto,kod_pocztowy,ulica,nr_budynku,nr_lokalu
16506,Leszczynek,72-970,Sezamkowa,541,21
16507,Leszkowy,61-124,Azaliowa,21,37
16508,Kramsk,23-590,Jasminowa,748,
16509,Kramarzewo,16-693,Rozana,286,
16510,Gorzkowice,56-554,Polnocna,994,
16511,Baranówko,80-196,Limbowa,464,65
16512,Gorzyczki,52-666,Ksiezycowa,397,
16513,Gorzuchy,24-134,Leszczynowa,594,
16514,Rogalin,48-546,Teczy,364,25
16515,Bachus,28-363,Kalinowa,537,99
16516,Rogalin,65-644,Niezapominajek,548,11
16517,Lubian,98-931,Sprezarkowa,109,
16518,Kupiatycze,50-594,Roz,741,11
16519,Bachmatówka,65-219,Slupska,965,
16520,Kramarka,82-538,Topolowa,307,
16521,Balewko,97-201,Szyprow,903,
16522,Gorzyca,68-409,Jarzebinowa,679,41
16523,Rogielkajmy,79-321,Rubinowa,254,87
16524,Lubianków,28-321,Polnocna,679,38
16525,Gorzuchów,50-300,Akacjowa,427,36
16526,Krzepczów,17-264,Przepiorek,636,
16527,Banachy,51-735,Koronkowa,633,4
16528,Adamowice,30-357,Cisowa,893,
16529,Bagniuki,40-732,Syrenki,222,62
16530,Barchnowy,87-541,Szafirkow,92,
16531,Banie,64-725,Sosnowa,354,
16532,Adamowo,50-526,Zurawia,634,
16533,Baniewice,59-187,Zurawinowa,911,
16534,Bandrów,75-759,Papiernicza,551,
16535,Barak,81-419,Krotka,829,79
16536,Badów,55-313,Tychowska,963,2
16537,Bachorze,51-809,Zacisze,459,
16538,Bandysie,65-137,Papiernicza,847,
16539,Gorzkowiczki,13-591,Zytnia,398,
16540,Bachmatówka,36-142,Szeroka,256,
16541,Rogi,68-717,Panoramiczna,864,
16542,Barcin,74-250,Krotka,702,78
16543,Rogalów,81-255,Szkutnicza,627,
16544,Krakowiany,24-585,Zefirowa,166,24
16545,Krakulice,63-476,Sprezarkowa,349,44
16546,Rogazy,82-356,Strefowa,572,
16547,Antoniny,11-726,Rycerska,10,
16548,Abramów,99-944,Promykowa,747,31
16549,Laskowo,16-764,Magnolii,891,
16550,Krzepiszyn,88-703,Strusia,817,70
16551,Rogalinek,44-372,Prosta,272,67
16552,Gorzów,37-468,Jesionowa,845,67
16553,Baranówek,43-393,Szpitalna,211,94
16554,Rogierówko,97-448,Gwiezdna,303,
16555,Bale,65-457,Spacerowa,44,
16556,Banaszki,86-440,Harcerska,68,96
16557,Gorzuchowo,83-940,Wakacyjna,54,11
16558,Adamin,63-395,Magnolii,883,79
16559,Bañska,59-515,Strefowa,628,27
16560,Bachmatówka,71-640,Orzechowa,233,
16561,Baligród,65-716,Zbozowa,632,53
16562,Lafajetowo,32-422,Makow,971,10
16563,Godziszów,82-997,Akacjowa,453,58
16564,Baraniec,12-645,Promowa,667,98
16565,Rogawica,63-452,Polnocna,608,
16566,Laskowa,95-200,Tkacka,392,48
16567,Bachorzew,54-716,Czeresniowa,192,54
16568,Bacze,29-742,Promowa,256,56
16569,Kupientyn,95-813,Szafirkow,103,29
16570,Adamówka,51-673,Solecka,444,
16571,Baranówek,14-617,Kasztanowa,582,75
16572,Lubcz,13-494,Przepiorek,369,7
16573,Gorzyce,72-199,Zorzy,102,37
16574,Landek,70-254,Kalinowa,813,
16575,Balice,83-615,Ptasia,960,6
16576,Lubcza,76-437,Orlikow,251,12
16577,Lasek,17-151,Ptasia,784,82
16578,Kramarka,76-243,Projektantow,933,85
16579,Banica,27-875,Koronkowa,261,61
16580,Lanckorona,93-618,Golebia,714,
16581,Balcerów,40-278,Szeroka,619,11
16582,Barchów,81-677,Sportowa,995,3
16583,Barcin,90-694,Makow,806,
16584,Baczki,98-929,Owsiana,138,
16585,Adamów,54-555,Widokowa,726,
16586,Bagdad,95-407,Wiatrow,613,
16587,Badów,91-901,Tulipanow,650,
16588,Lamkowo,85-143,Krakowska,987,64
16589,Anteczków,71-611,Malownicza,882,
16590,Abramowice,45-631,Widokowa,267,
16591,Baranki,20-743,Dobra,21,
16592,Grabce,85-299,Zurawia,565,8
16593,Banachy,44-968,Szpitalna,583,
16594,Kramkowo,41-613,Panoramiczna,924,
16595,Bakaniuk,89-376,Gozdzikow,74,
16596,Bachowice,15-298,Koronkowa,267,
16597,Antonówka,93-275,Krawiecka,635,
16598,Krzeptów,24-254,Irysow,892,25
16599,Bajdyty,13-434,Gęsia,200,
16600,Lanckorona,23-319,Czeresniowa,371,59
16601,Lubianek,52-216,Jasminowa,915,61
16602,Lanckorona,79-600,Debowa,284,
16603,Laliny,35-282,Ksiezycowa,803,33
16604,Bachury,60-168,Zefirowa,578,69
16605,Laliny,64-369,Sezamkowa,810,
16606,Antonina,77-800,Zielona,980,
16607,Antoninek,24-501,Szkutnicza,379,
16608,Krakówek,34-483,Truskawkowa,936,28
16609,Kramsk,40-299,Ziemowita,793,72
16610,Kramsk,73-347,Zlotych Klosow,74,65
16611,Barchlin,49-849,Rybacka,220,6
16612,Leszczyniak,60-910,Zorzy,363,
16613,Bagno,27-510,Rumiank�w,384,38
16614,Rogaszyce,38-772,Sprezarkowa,953,30
16615,Kraplewo,81-569,Alabastrowa,372,
16616,Luberadzyk,41-545,Blawatkow,78,1
16617,Gorzyczki,37-697,Parkowa,86,34
16618,Baniocha,27-913,Sanatoryjna,88,
16619,Ladeniska,63-816,Zlotych Klosow,628,18
16620,Adamowa,90-890,Orlikow,684,
16621,Leszkiemie,67-410,Fiolkow,558,
16622,Barbarówka,92-277,Malownicza,761,
16623,Barcin,90-625,Zlotych Klosow,453,37
16624,Badrzychowice,40-697,Szyprow,211,87
16625,Godziszewy,72-825,Harcerska,940,48
16626,Gorzuchów,18-785,Kra�cowa,480,5
16627,Rogierówko,56-680,Paproci,717,62
16628,Bania,46-192,Wedrowna,575,
16629,Lubiaszów,96-311,Wiazowa,153,38
16630,Barcice,14-532,Zyzna,399,
16631,Gorzkowiczki,25-740,Wierzbowa,879,
16632,Laliny,16-764,Daleka,986,32
16633,Leszczyn,54-572,Palmowa,553,
16634,Balcerów,70-186,Koronkowa,620,95
16635,Laryszów,19-978,Rzepakowa,455,27
16636,Bagienice,56-107,Hebanowa,54,
16637,Lubaszowa,79-111,Gerberowa,861,
16638,Adamczowice,57-233,Orzechowa,109,
16639,Rogielkajmy,74-842,Rumiank�w,577,58
16640,Leszczynka,81-455,Zbozowa,697,
16641,Grabek,47-837,Malinowa,233,76
16642,Lubaty,40-634,Lniana,583,45
16643,Bachmatówka,10-586,Polna,723,76
16644,Leszczynek,90-384,Szafranowa,252,
16645,Barchnowy,87-671,Polna,518,
16646,Adamowa,43-847,Akacjowa,833,7
16647,Lubawa,44-173,Zielone Wzgorze,398,69
16648,Bachorzew,75-102,Skowronkow,593,
16649,Balice,55-964,Przyjazni,538,
16650,Barany,20-511,Sadowa,176,75
16651,Grabianów,24-853,Owsiana,220,
16652,Bañkowszczyzna,14-916,Slonecznikow,944,
16653,Balewko,90-440,Zwyciestwa,346,96
16654,Grabarka,19-390,Spoldzielcza,290,
16655,Kramkówka,13-529,Wisniowa,127,86
16656,Rogawka,29-493,Sosnowa,98,
16657,Krakowice,45-602,Projektantow,262,30
16658,Banie,27-475,Krawiecka,118,
16659,Antonina,55-766,Lniana,706,81
16660,Bachlawa,85-143,Akacjowa,884,98
16661,Banica,81-529,Gajowa,977,
16662,Bachotek,75-895,Sprezarkowa,658,94
16663,Bachotek,19-932,Solecka,785,77
16664,Balków,55-378,Sanatoryjna,116,21
16665,Lubian,21-285,Skowronkow,658,97
16666,Lubasz,94-856,Diamentowa,826,81
16667,Gorzyce,37-439,Zytnia,869,30
16668,Gorzuchy,74-624,Fiolkow,40,19
16669,Lubaszowa,77-346,Niezapominajek,373,77
16670,Banino,56-279,Skowronkow,916,83
16671,Baranowice,39-113,Sanatoryjna,634,
16672,Gorzyca,74-461,Projektantow,642,
16673,Krzemykowo,55-163,Orlikow,158,
16674,Rogalice,44-326,Leszczynowa,889,84
16675,Abramów,68-378,Kasztanowa,349,1
16676,Krapkowice,29-418,Plowce,136,90
16677,Rogalów,68-235,Rumiank�w,510,
16678,Bachlawa,23-677,Wiazowa,613,
16679,Bachorze,54-176,Cedrowa,655,14
16680,Barbarka,16-797,Podmiejska,55,41
16681,Luberadzyk,30-252,Jezynowa,201,
16682,Krajów,59-796,Jasna,521,
16683,Laski,59-255,Zlotych Klosow,457,
16684,Antonia,24-704,Lesna,598,43
16685,Antonin,94-657,Slaska,969,
16686,Kupienin,80-947,Sosnowa,291,
16687,Kupimierz,87-573,Zbozowa,864,5
16688,Lubianka,66-695,Orlikow,587,
16689,Grabek,46-228,Promykowa,930,39
16690,Rogiedle,26-249,Zlota,70,
16691,Barbarka,86-788,Zefirowa,725,
16692,Godziszowa,41-570,Mlodosci,728,47
16693,Bajdyty,95-403,Slupska,86,35
16694,Rogalki,68-253,Skowronkow,291,35
16695,Barcin,66-891,Prosta,474,96
16696,Bagna,96-941,Swierkowa,619,
16697,Bachus,73-791,Swiatowida,280,
16698,Baliki,59-924,Limbowa,312,51
16699,Lady,26-319,Sprezarkowa,425,
16700,Adamczycha,88-820,Blawatkow,313,25
16701,Kraków,20-700,Zyzna,179,14
16702,Lalin,64-427,Zytnia,644,51
16703,Bachlawa,88-326,Sliwkowa,676,31
16704,Abramy,21-369,Harcerska,391,16
16705,Las,82-552,Bursztynowa,13,
16706,Laskowizna,65-349,Modrzewiowa,2,54
16707,Kupna,96-265,Dobra,410,71
16708,Baczków,28-903,Pszeniczna,695,56
16709,Lubatka,83-520,Wesola,961,
16710,Anteczków,90-518,Spacerowa,497,
16711,Lasaki,36-539,Spokojna,961,
16712,Lubianek,91-615,Slupska,939,
16713,Lasanka,97-694,Mlynska,376,
16714,Bagny,11-288,Tulipanow,524,
16715,Ladorudz,32-675,Spoldzielcza,971,50
16716,Rogatka,57-567,Lakowa,511,83
16717,Antoniew,89-274,Zwyciestwa,818,77
16718,Kramarzyny,26-870,Golebia,279,90
16719,Kupin,71-217,Czeremchowa,255,63
16720,Adamowizna,91-564,Kalinowa,962,94
16721,Anteczków,49-868,Tulipanow,332,76
16722,Lubawka,65-780,Zeglarska,341,20
16723,Kuranów,18-298,Diamentowa,165,
16724,Lubian,86-309,Azaliowa,642,
16725,Rogalów,61-797,Kupiecka,152,
16726,Kupce,60-108,Szkolna,830,28
16727,Adamin,65-480,Klonowa,832,24
16728,Lafajetowo,29-217,Niepodleglosci,520,
16729,Adamka,83-880,Szkolna,90,62
16730,Lubaszcz,53-839,Wypoczynkowa,225,
16731,Kupce,33-256,Szeroka,637,
16732,Baldram,43-368,Bajkowa,906,61
16733,Antonowo,94-313,Wedrowna,30,
16734,Laseczno,71-171,Ulanska,204,
16735,Balików,99-411,Wrzesniowa,739,30
16736,Kramnik,94-664,Sosnowa,555,28
16737,Leszkowice,92-353,Zakole,921,
16738,Bajerze,66-746,Zwirowa,836,
16739,Rogi,84-730,Modrzewiowa,827,
16740,Lubianki,46-319,Slonecznikow,357,
16741,Bachorzyn,99-174,Slowianska,926,19
16742,Bagrowo,54-283,Liliowa,925,
16743,Adamkowo,86-244,Deszczowa,77,18
16744,Rogi,21-625,Rzepakowa,770,
16745,Bagnica,87-267,Cedrowa,154,
16746,Kupiatycze,51-548,Zarnowiecka,819,
16747,Gorzycko,79-194,Biwakowa,935,64
16748,Lubenia,61-724,Sezamkowa,481,13
16749,Krzemykowo,84-747,Wakacyjna,458,
16750,Adamek,96-495,Przepiorek,15,
16751,Gorzyce,72-884,Szmaragdowa,723,84
16752,Adamki,48-897,Wierzbowa,61,20
16753,Adamówek,24-736,Pigwowa,397,36
16754,Bajorski,84-112,Bajkowa,462,82
16755,Rogaszyce,62-288,Sanatoryjna,623,63
16756,Lakiele,52-230,Zeglarska,625,69
16757,Laskowizna,82-672,Jesionowa,267,
16758,Leszczyniec,35-938,Boczna,691,25
16759,Antomieszki,94-489,Szafirkow,905,55
16760,Bachorce,99-586,Blawatkow,26,44
16761,Balnica,27-948,Torfowa,221,
16762,Kraplewo,23-582,Kasztanowa,474,37
16763,Bagienica,83-967,Jasna,746,
16764,Antonielów,20-411,Gwiezdna,495,
16765,Lubatka,79-335,Pszeniczna,699,
16766,Barchów,37-315,Orzechowa,491,62
16767,Godziszewy,83-894,Jasminowa,432,
16768,Leszczyny,34-562,Zyzna,513,
16769,Lamkowizna,88-721,Polna,406,
16770,Luberadzyk,38-602,Zlota,982,
16771,Laski,31-376,Wypoczynkowa,206,
16772,Godziszewo,10-516,Morska,839,
16773,Leszczyniak,43-607,Wrzesniowa,509,28
16774,Bachury,62-540,Przepiorek,381,
16775,Bachorce,26-436,Widokowa,122,
16776,Rogierówko,13-391,Limbowa,960,
16777,Balików,40-767,Wisniowa,713,
16778,Balin,50-330,Swierkowa,509,50
16779,Lubartów,69-828,Slupska,965,10
16780,Banino,25-345,Saperow,542,
16781,Lubczyno,27-249,Promykowa,328,
16782,Barany,17-901,Wakacyjna,38,
16783,Antoniki,38-208,Swiatowida,329,
16784,Antonielów,25-354,Wierzbowa,33,
16785,Antonielów,10-760,Wierzbowa,670,64
16786,Bagatelka,12-870,Irysow,367,
16787,Abisynia,83-988,Strusia,537,
16788,Adamka,27-824,Kasztanowa,324,52
16789,Bagatelka,60-515,Alabastrowa,121,
16790,Lubcza,74-703,Azaliowa,450,23
16791,Lubianek,76-944,Wrzosow,825,
16792,Balczewo,98-229,Zielona,166,97
16793,Antolka,34-679,Macierzy,92,8
16794,Rogaszyn,68-203,Irysow,762,
16795,Bachorce,74-121,Tulipanow,219,
16796,Antonie,42-659,Rzeczna,809,89
16797,Krakuszowice,71-842,Szpitalna,407,83
16798,Adamowa,32-832,Sosnowa,126,54
16799,Antoniny,18-822,Sprezarkowa,764,72
16800,Laskowa,19-308,Fiolkow,737,
16801,Abisynia,23-211,Zeglarska,117,30
16802,Laski,79-164,Jodlowa,417,86
16803,Landzmierz,77-775,Sarzynska,378,
16804,Lubcz,78-498,Promykowa,534,7
16805,Grabek,77-919,Daktylowa,914,
16806,Bachorze,26-920,Panoramiczna,677,70
16807,Bagniewo,76-853,Gajowa,210,3
16808,Gorzów,73-689,Mirtowa,100,
16809,Balbinów,56-677,Akacjowa,971,57
16810,Krapkowice,98-747,Szkutnicza,130,17
16811,Rogalino,47-191,Orlikow,605,33
16812,Antoniów,39-150,Torfowa,778,
16813,Baniocha,14-197,Polnocna,458,
16814,Bachus,65-588,Rozana,335,63
16815,Achrymowce,83-752,Bliska,580,62
16816,Ladzin,91-312,Macierzy,538,
16817,Baranówka,73-737,Gozdzikow,478,20
16818,Balnica,91-191,Zakole,328,2
16819,Lacka,78-685,Wesola,521,
16820,Kupinin,23-260,Zalesie,242,91
16821,Balice,68-419,Ziemowita,264,29
16822,Lakiele,79-888,Zytnia,973,18
16823,Barcie,12-349,Wierzbowa,772,35
16824,Lamk,68-328,Gerberowa,446,58
16825,Abramy,23-179,Diamentowa,934,55
16826,Krakowice,81-869,Projektantow,666,14
16827,Balcerów,92-365,Bliska,849,13
16828,Gorzyca,11-275,Bliska,899,84
16829,Adamin,55-502,Ulanska,971,20
16830,Badulki,64-351,Kalinowa,965,71
16831,Baldwinowice,37-853,Koronkowa,183,41
16832,Lubaszowa,65-278,Jezynowa,511,36
16833,Rogalki,41-283,Szafirkow,584,
16834,Bachlawa,95-139,Kra�cowa,309,
16835,Gorzyczki,43-854,Jagodowa,759,
16836,Lalkowy,49-713,Mahoniowa,136,28
16837,Adamów,63-733,Wiazowa,676,
16838,Rogalów,41-960,Zbozowa,407,
16839,Balbinów,43-945,Rozana,742,5
16840,Grabianka,69-522,Debowa,411,
16841,Lasek,93-816,Zgoda,945,18
16842,Rogawka,61-962,Irysow,839,
16843,Ladeniska,48-621,Zarnowiecka,919,
16844,Bagienko,88-270,Strusia,319,
16845,Ladorudz,17-934,Letnia,549,51
16846,Bachórz,75-925,Sportowa,910,
16847,Grabianowo,69-830,Syrenki,883,
16848,Antolin,60-710,Irysow,994,
16849,Abramów,85-220,Wakacyjna,114,
16850,Kramarzewo,13-660,Roz,758,37
16851,Kramarzyny,83-117,Kupiecka,669,24
16852,Krakuszowice,93-806,Kasztanowa,251,85
16853,Antonówka,50-609,Zalesie,195,
16854,Anonin,22-931,Prosta,44,97
16855,Lubianka,97-891,Malinowa,516,34
16856,Balcerów,95-320,Harcerska,565,14
16857,Balbinów,48-339,Kwiatowa,731,30
16858,Lubianka,93-644,Panoramiczna,242,97
16859,Laskowizna,70-153,Wisniowa,14,
16860,Baranki,62-597,Jachtowa,222,
16861,Bachorce,52-497,Slonecznikow,420,59
16862,Adamek,61-905,Skowronkow,289,
16863,Lubatka,95-570,Kwiatowa,31,38
16864,Rogieniczki,54-947,Szyprow,603,49
16865,Bagienko,78-101,Owsiana,791,
16866,Abisynia,93-438,Zurawinowa,313,70
16867,Kramnik,77-372,Polna,937,
16868,Krzepocin,76-773,Ziemowita,411,7
16869,Barak,74-741,Saperow,76,83
16870,Abramowice,44-188,Jabloniowa,971,51
16871,Antonin,71-771,Rzepakowa,854,
16872,Grabek,50-672,Dobra,841,
16873,Bachmatówka,67-814,Wisniowa,948,
16874,Lubianków,31-987,Zorzy,581,92
16875,Banaszki,64-995,Wesola,635,50
16876,Balików,10-374,Bliska,11,79
16877,Luberadzyk,67-815,Strusia,19,
16878,Leszczynki,73-236,Klonowa,613,90
16879,Bajorski,48-443,Limbowa,209,17
16880,Bachury,11-754,Krokusow,437,
16881,Laskowice,16-918,Spacerowa,711,
16882,Barcin,39-174,Orlikow,590,
16883,Bania,48-226,Liliowa,779,65
16884,Bagatelka,47-508,Nasturcji,725,45
16885,Grabce,30-310,Zwyciestwa,722,97
16886,Grabarka,99-334,Zalesie,646,96
16887,Bagny,37-532,Spokojna,332,44
16888,Antoniew,83-804,Akacjowa,967,55
16889,Ladorudz,84-649,Panoramiczna,33,17
16890,Balin,48-103,Sezamkowa,718,
16891,Bagrowo,16-450,Czeresniowa,558,
16892,Leszczyna,17-406,Mlodosci,277,
16893,Bachotek,84-663,Sprezarkowa,580,
16894,Baniewice,59-454,Zielona,97,58
16895,Kupnina,92-964,Sarzynska,705,75
16896,Krajów,80-260,Slaska,237,86
16897,Leszczyniec,72-964,Cisowa,357,
16898,Lalin,76-668,Daleka,688,
16899,Lubenka,54-283,Strusia,444,
16900,Leszczyn,97-666,Kalinowa,662,
16901,Rogaszyce,90-912,Jezynowa,83,26
16902,Antomieszki,16-103,Rzemieslnicza,321,66
16903,Bagienki,38-993,Mirtowa,952,
16904,Laski,22-210,Mahoniowa,691,40
16905,Adamowa,13-362,Ksiezycowa,575,
16906,Kupienino,67-213,Przepiorek,219,94
16907,Bagny,45-137,Niezapominajek,140,9
16908,Grabarka,21-922,Kasztanowa,843,51
16909,Leszczyny,94-809,Niezapominajek,834,74
16910,Antonów,50-481,Spokojna,33,
16911,Bagienica,38-310,Slowianska,108,
16912,Rogalki,92-623,Grodzka,652,
16913,Grabarze,68-454,Syrenki,474,86
16914,Abramów,53-173,Plowce,283,
16915,Adamowizna,91-280,Promykowa,992,26
16916,Langanki,15-617,Cicha,312,
16917,Bañki,83-554,Panoramiczna,348,61
16918,Lubasz,93-550,Gwiezdna,427,37
16919,Rogalice,39-137,Wakacyjna,117,
16920,Baczków,57-361,Mahoniowa,216,
16921,Kraków,36-962,Rycerska,387,
16922,Barak,49-617,Cisowa,813,
16923,Gorzów,99-275,Zalesie,627,92
16924,Bandysie,42-872,Malinowa,516,
16925,Bachorze,16-734,Wakacyjna,779,
16926,Baliki,30-699,Olchowa,469,
16927,Adamczycha,29-634,Czeresniowa,506,9
16928,Bachów,27-625,Poziomkowa,136,4
16929,Bagienice,17-303,Nagietkow,545,
16930,Barak,72-505,Nadbrzezna,389,
16931,Balin,51-635,Blekitna,437,
16932,Lubczyno,60-658,Gozdzikow,956,63
16933,Kupinin,70-263,Wypoczynkowa,450,
16934,Annówka,84-559,Debowa,880,48
16935,Bagieniec,73-331,Slowikow,335,
16936,Godziszewy,75-156,Zlotych Klosow,207,87
16937,Gorzyce,31-928,Torfowa,776,95
16938,Bañki,94-479,Rybacka,297,88
16939,Baranki,69-320,Polna,821,
16940,Banachy,21-258,Dworcowa,565,73
16941,Laski,39-179,Diamentowa,446,
16942,Kupin,16-861,Hebanowa,175,33
16943,Bachmatówka,17-154,Szeroka,628,24
16944,Godziszowa,61-227,Wesola,521,15
16945,Lasek,99-993,Mlodosci,593,59
16946,Antoninek,80-187,Polnocna,835,
16947,Bajkowizna,90-273,Jeziorna,6,
16948,Antoninów,22-819,Szyprow,250,
16949,Banie,56-789,Lakowa,463,
16950,Bajory,42-213,Palmowa,33,27
16951,Ladorudz,50-701,Gozdzikow,75,52
16952,Barciszewo,49-960,Brzozowa,259,55
16953,Gorzyca,32-612,Kupiecka,999,30
16954,Barany,92-330,Wrzesniowa,54,21
16955,Banica,74-167,Szpitalna,641,75
16956,Las,90-141,Zorzy,994,
16957,Gorzyczki,25-893,Zalesie,319,
16958,Bandysie,56-682,Orlikow,89,
16959,Rogalino,49-416,Sportowa,185,
16960,Lubianka,44-111,Pigwowa,212,76
16961,Laskowa,10-446,Zbozowa,707,
16962,Balewko,97-431,Daleka,205,
16963,Antonia,51-933,Lakowa,765,
16964,Bachus,22-500,Orlikow,183,57
16965,Ladorudzek,33-608,Niezapominajek,780,
16966,Lubasz,78-335,Teczy,383,
16967,Krzeptów,16-590,Wesola,916,
16968,Rogawka,36-187,Ulanska,651,
16969,Ladzin,36-986,Malownicza,417,45
16970,Kranów,59-752,Saperow,193,46
16971,Lubianki,69-253,Ksiezycowa,882,
16972,Gorzkowiczki,25-863,Lniana,580,17
16973,Bagniewko,87-380,Dworcowa,569,
16974,Leszkomin,55-242,Czeremchowa,995,
16975,Rogalin,41-864,Slowikow,627,
16976,Rogazy,84-170,Pszeniczna,331,
16977,Antoniewice,73-628,Poziomkowa,564,52
16978,Bachlawa,54-140,Rybacka,532,90
16979,Landek,63-719,Szpitalna,913,
16980,Leszczyny,64-180,Syrenki,561,
16981,Rogierówko,46-981,Sanatoryjna,951,14
16982,Baranówka,11-303,Szafirkow,113,
16983,Barciany,71-211,Bursztynowa,426,
16984,Lubianka,85-586,Rubinowa,440,
16985,Krakowice,14-957,Zarnowiecka,999,97
16986,Rogalice,71-324,Swierkowa,191,
16987,Anteczków,23-520,Swiatowida,843,70
16988,Gorzyce,81-506,Lesna,870,3
16989,Kurabka,76-912,Jasna,34,
16990,Bagatele,24-663,Rycerska,728,96
16991,Kramnik,97-494,Syrenki,374,
16992,Bajdy,83-177,Nadbrzezna,77,
16993,Abramów,88-337,Zielona,705,
16994,Laskowa,61-473,Wspolna,548,
16995,Kraków,59-852,Jezynowa,259,98
16996,Lubaszowa,42-773,Ksiezycowa,865,
16997,Grabce,54-996,Glogowa,464,
16998,Abramów,54-385,Malinowa,303,96
16999,Gorzyca,98-621,Blawatkow,20,45
17000,Gorzycko,18-701,Promykowa,682,
17001,Ladzin,95-823,Szafirkow,343,
17002,Bagienice,18-383,Zurawia,971,
17003,Adamowice,65-722,Jezynowa,716,6
17004,Bajtkowo,63-185,Spoldzielcza,360,
17005,Balice,23-351,Wrzosow,209,24
17006,Bandrów,89-516,Glogowa,455,
17007,Lacka,46-958,Lesna,772,
17008,Baranica,57-940,Niezapominajek,84,84
17009,Rogalów,88-424,Zacisze,998,
17010,Rogienice,99-350,Krotka,74,39
17011,Baranówek,76-140,Gozdzikow,372,
17012,Gorzuchowo,55-810,Sprezarkowa,853,59
17013,Barchów,56-269,Jachtowa,94,66
17014,Kramarzewo,48-846,Gozdzikow,861,11
17015,Lubaty,98-595,Tkacka,358,
17016,Rogaszyce,16-649,Leszczynowa,84,37
17017,Barciszewo,32-334,Zefirowa,534,46
17018,Godziszka,37-611,Pszeniczna,841,56
17019,Barchnowy,82-489,Boczna,530,
17020,Antoniew,67-975,Jeziorna,721,52
17021,Lalkowy,88-190,Solecka,26,
17022,Kupin,94-721,Jodlowa,955,2
17023,Bachowice,42-227,Poziomkowa,954,
17024,Lubczyna,39-787,Brzozowa,900,
17025,Bagienice,45-879,Pigwowa,331,
17026,Krakowiany,75-874,Lakowa,545,49
17027,Kranek,14-577,Cicha,531,57
17028,Abramów,83-762,Zefirowa,477,7
17029,Bagatela,11-271,Grodzka,308,63
17030,Badrzychowice,83-936,Jezynowa,785,
17031,Bachowice,44-859,Harcerska,579,91
17032,Rogatka,85-104,Lesna,971,
17033,Baranki,68-796,Szafirkow,400,
17034,Lasanka,93-281,Wakacyjna,19,
17035,Grabia,93-855,Sliwkowa,287,66
17036,Lubcz,86-728,Widokowa,758,
17037,Gorzuchowo,67-980,Zalesie,729,0
17038,Krzepocinek,32-564,Podmiejska,354,
17039,Bajdyty,83-395,Glogowa,493,98
17040,Bagatelka,55-512,Alabastrowa,174,75
17041,Barak,65-313,Zurawia,920,5
17042,Banica,95-211,Spokojna,615,53
17043,Rogalki,54-299,Cedrowa,458,
17044,Baranowo,64-947,Zakole,968,
17045,Kuplisk,79-170,Slowikow,351,
17046,Kuplisk,70-784,Owsiana,689,70
17047,Adamierz,55-678,Wrzesniowa,428,54
17048,Krakulice,23-184,Lniana,156,20
17049,Kupno,60-255,Gęsia,428,
17050,Krakulice,95-869,Kra�cowa,469,
17051,Leszczyna,37-522,Nadbrzezna,40,
17052,Gorzkowice,50-472,Diamentowa,753,
17053,Bagienica,17-625,Magnolii,371,
17054,Baranica,12-403,Zeglarska,70,
17055,Lubatowa,42-655,Wisniowa,673,56
17056,Krzepiszyn,84-849,Rzeczna,959,
17057,Balczewo,32-276,Morska,949,92
17058,Krapkowice,46-575,Krokusow,63,
17059,Godziszewy,21-870,Malinowa,414,94
17060,Bagny,62-149,Jasminowa,330,
17061,Bachus,22-816,Ulanska,779,5
17062,Baldwinowice,59-958,Mlynska,15,
17063,Leszczyny,13-950,Spoldzielcza,482,45
17064,Baranówek,26-193,Kupiecka,82,
17065,Kuranów,86-916,Spokojna,410,
17066,Gorzuchowo,73-547,Zgoda,62,
17067,Antomieszki,41-440,Zlota,622,99
17068,Balinka,87-157,Panoramiczna,595,25
17069,Krakowice,38-303,Gwiezdna,64,22
17070,Laliki,52-685,Lakowa,614,
17071,Balice,30-561,Macierzy,804,54
17072,Baciuty,14-715,Wisniowa,325,33
17073,Rogalinko,60-258,Modrzewiowa,698,81
17074,Balice,58-257,Rybacka,63,19
17075,Antoniew,49-587,Panoramiczna,298,42
17076,Adamek,30-440,Plowce,828,58
17077,Balczewo,44-776,Strefowa,721,
17078,Kramarzyny,57-812,Zgoda,391,
17079,Antoniki,68-301,Truskawkowa,579,
17080,Lubawka,96-216,Tradycji,216,77
17081,Laryszów,63-392,Malinowa,434,86
17082,Baranowice,75-509,Zielona,163,93
17083,Bagicz,63-351,Bzow,909,
17084,Kramnik,90-877,Spokojna,676,
17085,Godziszewo,64-762,Morska,218,54
17086,Baranowiec,49-312,Stoczniowcow,17,
17087,Annówka,69-793,Jeziorna,270,69
17088,Adamowice,90-255,Kwiatowa,445,66
17089,Lady,33-825,Slonecznikow,614,
17090,Kupno,31-560,Glogowa,158,44
17091,Krzepielów,43-555,Swiatowida,290,38
17092,Gorzyce,46-973,Szyprow,236,
17093,Bagienki,32-514,Cedrowa,190,
17094,Abramowice,87-423,Polnocna,823,
17095,Baran,58-637,Nagietkow,195,40
17096,Bacze,73-611,Zakole,578,
17097,Kramarzówka,58-589,Sportowa,613,
17098,Bagienko,17-337,Harcerska,492,
17099,Lafajetowo,96-834,Topolowa,670,86
17100,Balewo,82-135,Poziomkowa,830,
17101,Rogalów,22-826,Wichrowa,931,12
17102,Leszkiemie,77-632,Sprezarkowa,632,22
17103,Lubenka,31-660,Szafranowa,269,91
