ID,MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU,NR_LOKALU
1831,Lamki,93-897,Zefirowa,207,94
1832,Gorzupia,75-992,Nagietkow,773,
1833,Bagrowo,85-517,Harcerska,317,69
1834,Barchlin,76-635,Letnia,865,
1835,Leszczynki,17-328,Sprezarkowa,514,23
1836,Antonia,47-718,Lesna,23,91
1837,Bagniewko,40-968,Wrzesniowa,416,41
1838,Baranówka,18-625,Bliska,932,
1839,Laryszów,62-445,Boczna,173,58
1840,Barbarka,53-236,Mlynska,406,79
1841,Bañkowszczyzna,64-704,Swiatowida,743,
1842,Lanckorona,42-979,Kra�cowa,897,
1843,Baranów,91-130,Teczy,842,16
1844,Barbarówka,20-165,Zalesie,379,61
1845,Barce,67-618,Przepiorek,244,
1846,Barcza,34-858,Deszczowa,535,54
1847,Antonin,47-765,Nasturcji,316,65
1848,Lakiele,84-249,Topolowa,666,
1849,Barchaczów,62-611,Krokusow,515,86
1850,Baranówko,26-126,Slupska,947,
1851,Gorzyczki,41-892,Przyjazni,957,
1852,Leszkiemie,29-813,Strumykowa,514,
1853,Adamek,95-674,Sosnowa,11,0
1854,Baczków,48-894,Swierkowa,589,
1855,Antonie,17-435,Koronkowa,624,
1856,Bachorzew,93-757,Wierzbowa,415,
1857,Kramnik,47-479,Wiatrow,969,76
1858,Laska,51-771,Zakole,869,
1859,achanowo,15-840,Modrzewiowa,656,75
1860,Lubian,64-920,Swiatowida,785,17
1861,Adamowo,77-930,Zlotych Klosow,400,
1862,Lubawka,84-572,Rybacka,956,
1863,Bachowice,69-870,Rzeczna,913,
1864,Baranówek,49-193,Pancerniakow,829,
1865,Las,76-416,Modrzewiowa,269,
1866,Lakiele,23-482,Bzow,484,
1867,Bacze,72-595,Pancerniakow,452,
1868,Baldram,67-488,Kasztanowa,990,
1869,Banino,21-157,Malinowa,998,
1870,Leszkowy,84-352,Rozana,116,
1871,Rogalino,97-259,Zgoda,220,85
1872,Adamki,22-458,Nadbrzezna,63,59
1873,Lubasz,81-500,Solecka,942,64
1874,Bajdy,12-294,Wakacyjna,239,
1875,Rogalinek,58-374,Zlota,126,
1876,Rogalin,78-201,Szafranowa,344,
1877,Bagatelka,55-625,Swiatowida,640,
1878,Baran,61-161,Zlotych Klosow,287,41
1879,Anonin,26-640,Sliwkowa,455,
1880,Barcice,26-757,Krotka,995,
1881,Abramy,26-275,Jabloniowa,289,
1882,Leszkowice,51-186,Jachtowa,650,16
1883,Barce,43-737,Koronkowa,180,
1884,Bagienice,21-430,Sosnowa,660,
1885,Barcikowo,12-555,Rubinowa,487,
1886,Adaminowo,84-830,Sliwkowa,283,47
1887,Landek,57-180,Stokrotek,765,13
1888,Bagienko,40-980,Prosta,246,44
1889,Bajory,59-126,Slowianska,827,
1890,Antonowo,79-194,Wrzosow,440,
1891,Leszczynka,32-923,Wrzosow,575,
1892,Bachowice,61-941,Strefowa,994,60
1893,Baciuty,52-708,Ptasia,350,
1894,Bagienki,68-732,Klonowa,67,
1895,Bale,48-888,Teczy,337,
1896,Balice,39-226,Fiolkow,88,70
1897,Bagienki,58-601,Sadowa,288,
1898,Adamowizna,43-816,Jarzebinowa,475,4
1899,Luberadz,59-861,Wrzosow,988,
1900,Landzmierz,44-777,Grodzka,378,38
1901,Leszczynki,12-881,Sarzynska,73,
1902,Krzepocin,25-668,Wrzesniowa,938,
1903,Rogalice,48-944,Azaliowa,797,
1904,Banaszki,36-142,Hebanowa,774,
1905,Baczków,41-834,Malinowa,694,43
1906,Bagrowo,32-613,Czeremchowa,283,
1907,Kupienino,45-333,Wiklinowa,232,
1908,Laskowiec,35-815,Tatarakow,219,34
1909,Kramnik,85-214,Zwyciestwa,579,36
1910,Kuranów,90-690,Topolowa,476,
1911,Kupce,96-574,Slowikow,843,46
1912,Gorzyczki,34-147,Zarnowiecka,441,34
1913,Rogalice,34-133,Prosta,542,67
1914,Kupinin,89-275,Szafirkow,366,
1915,Adamkowo,10-658,Strefowa,381,
1916,Bagatela,28-175,Wisniowa,102,
1917,Laskowizna,86-395,Jasna,495,
1918,Bagny,87-704,Papiernicza,118,32
1919,Abisynia,89-154,Wypoczynkowa,705,
1920,Adamek,68-459,Wiatrow,845,4
1921,Krzepielów,62-474,Saperow,479,17
1922,Bagniewo,55-602,Pancerniakow,305,34
1923,Kupienino,40-942,Mahoniowa,888,
1924,Lubianków,87-410,Niepodleglosci,979,43
1925,Bachmackie,37-385,Wierzbowa,512,
1926,Lubasz,54-404,Zwirowa,108,
1927,Rogieniczki,74-362,Strusia,602,15
1928,Barchlin,89-412,Spokojna,772,37
1929,Balewko,80-891,Sarzynska,869,32
1930,Landek,24-867,Tradycji,385,
1931,Bachorzew,84-516,Jabloniowa,193,
1932,Kramarka,57-959,Sosnowa,618,42
1933,Gorzyczki,74-772,Zalesie,527,57
1934,Baniocha,20-256,Dworcowa,188,
1935,Kramkówka,82-440,Morska,964,36
1936,Barchów,15-911,Zorzy,366,
1937,Laskowice,68-172,Daleka,882,7
1938,Barciszewo,87-273,Zarnowiecka,37,
1939,Leszkomin,41-287,Prosta,660,71
1940,Leszczyniec,52-143,Zurawinowa,719,
1941,Rogaszyce,32-927,Debowa,886,
1942,Rogalów,47-410,Podmiejska,187,
1943,Grabce,68-768,Azaliowa,697,
1944,Balinka,95-506,Sarzynska,606,87
1945,Baranowice,49-435,Daktylowa,539,
1946,Rogielkajmy,95-845,Swiatowida,695,84
1947,Grabianów,53-644,Swiatowida,301,39
1948,Baligród,33-154,Polnocna,393,6
1949,Bagniuki,90-946,Slowikow,130,
1950,Lubczyno,76-302,Promykowa,811,
1951,Lubaszcz,14-715,Jesionowa,422,54
1952,Barchlin,16-917,Brzoskwiniowa,687,
1953,Leszczyn,66-159,Tkacka,620,
1954,Balcerów,28-408,Jasna,191,
1955,Kupinin,75-930,Harcerska,295,
1956,Banie,24-940,Ptasia,762,41
1957,Ladorudzek,16-892,Zefirowa,65,
1958,Baldram,71-242,Zyzna,0,
1959,Gorzuchów,77-726,Swiatowida,191,25
1960,Bajdy,43-971,Blekitna,978,
1961,Lamk,42-245,Kupiecka,306,14
1962,Rogazy,72-976,Pocztowa,46,
1963,Barbarówka,42-759,Brzoskwiniowa,371,
1964,Barbarówka,27-640,Przyjazni,311,
1965,Rogalów,77-280,Zielone Wzgorze,532,
1966,Bagatela,38-148,Nadbrzezna,82,18
1967,Antomieszki,23-796,Przepiorek,950,
1968,Anonin,58-134,Irysow,159,74
1969,Rogalinek,73-316,Pszeniczna,20,
1970,Bakaniuk,64-356,Saperow,499,
1971,Leszczynek,51-421,Rycerska,813,80
1972,Leszczyny,12-746,Gwiezdna,769,
1973,Rogalino,55-500,Torfowa,133,
1974,Gorzyczki,42-734,Zlota,565,
1975,Laska,85-105,Szkutnicza,34,
1976,Laseczno,35-925,Stokrotek,842,
1977,Rogierówko,46-543,Sliwkowa,473,
1978,Baraki,25-799,Zlotych Klosow,322,7
1979,Kupnina,65-927,Szeroka,767,
1980,Lamki,13-537,Jasna,155,79
1981,Kramarzyny,56-310,Cedrowa,836,83
1982,Kurabka,61-865,Krokusow,7,41
1983,Adampol,50-453,Szmaragdowa,678,96
1984,Antoniny,49-539,Pszeniczna,862,55
1985,Antoniny,80-267,Zarnowiecka,519,
1986,Rogalki,90-430,Szafirkow,336,40
1987,Bandysie,38-430,Sosnowa,24,90
1988,Antonina,31-661,Wiazowa,97,71
1989,Kupnina,37-487,Tychowska,88,
1990,Bagniewko,79-585,Rzepakowa,946,
1991,Gorzuchy,20-973,Rozana,905,91
1992,Kupowo,99-974,Bzow,579,82
1993,Kramnik,55-390,Tkacka,757,56
1994,Lubcza,33-691,Pancerniakow,893,
1995,Laliny,98-502,Rzemieslnicza,167,25
1996,Leszkowice,45-430,Tradycji,474,
1997,Laliki,18-630,Zeglarska,286,28
1998,Lamki,42-925,Tatarakow,540,
1999,Bachorce,96-240,Mirtowa,791,
2000,Lubaszcz,16-921,Rycerska,68,
2001,Antoniki,19-818,Lniana,324,
2002,Bajorski,16-301,Golebia,397,3
2003,Bañki,45-214,Zbozowa,367,97
2004,Bachowice,79-484,Strusia,703,13
2005,Balbinów,18-545,Letnia,573,
2006,Bachmackie,55-849,Tatarakow,820,36
2007,Barce,73-527,Mlynska,791,
2008,Leszczyny,50-832,Szyprow,92,
2009,Balbinów,32-734,Gwiezdna,729,68
2010,Barcinek,90-124,Projektantow,203,59
2011,Badulki,36-651,Jodlowa,747,56
2012,Kramkówka,69-621,Jasna,141,
2013,Bajory,77-976,Papiernicza,786,
2014,Ladzin,49-818,Zefirowa,889,93
2015,Bajorski,14-975,Zacisze,696,
2016,Bajorski,85-969,Wrzosow,394,31
2017,Baczki,84-663,Stoczniowcow,944,57
2018,Adamówek,89-722,Ksiezycowa,637,36
2019,Ladzin,46-605,Gajowa,220,83
2020,Adamierz,12-406,Promowa,374,20
2021,Ladeniska,26-257,Daleka,250,
2022,Gorzyca,25-125,Sloneczna,767,
2023,Baranki,65-953,Paproci,395,
2024,Antoninek,83-358,Dobra,811,70
2025,Baniewice,59-863,Daktylowa,49,
2026,Rogienice,40-973,Wypoczynkowa,992,99
2027,Adamin,73-889,Opalowa,437,
2028,Baldwinowice,93-841,Palmowa,905,
2029,Krzepice,32-835,Cisowa,93,88
2030,Leszczyny,73-869,Poziomkowa,316,
2031,Kramkowo,97-329,Szmaragdowa,984,
2032,Baranówek,80-146,Sosnowa,97,22
2033,Ladorudz,42-728,Lesna,709,44
2034,Bajory,48-757,Jodlowa,782,
2035,Kupowo,79-862,Opalowa,789,47
2036,Antonielów,10-137,Torfowa,203,54
2037,Barcinek,97-741,Macierzy,223,
2038,Badrzychowice,33-171,Zyzna,261,
2039,Lubianków,56-974,Wypoczynkowa,658,54
2040,Laskowa,81-401,Stokrotek,364,
2041,Laryszów,30-250,Zorzy,625,86
2042,Badrzychowice,14-423,Modrzewiowa,63,
2043,Kramarzewo,70-762,Owsiana,107,32
2044,Baligród,30-774,Rzeczna,107,57
2045,Grabanów,98-178,Sliwkowa,563,
2046,Bachorze,21-708,Spokojna,735,
2047,Kranek,27-784,Zyzna,592,49
2048,Banica,86-599,Cisowa,255,
2049,Badulki,90-388,Mirtowa,663,40
2050,Rogalinko,33-517,Alabastrowa,717,
2051,Balków,95-607,Glogowa,90,76
2052,Gorzyce,40-309,Topolowa,890,
2053,Bagienko,38-980,Parkowa,941,
2054,Bañska,90-357,Wiazowa,188,54
2055,Antoniew,18-633,Przepiorek,761,54
2056,Kuranów,94-947,Alabastrowa,504,6
2057,Rogatka,30-863,Orlikow,896,
2058,Barany,72-860,Promowa,481,
2059,Barankowo,54-811,Leszczynowa,258,
2060,Lanckorona,82-717,Klonowa,692,34
2061,Lalkowy,77-643,Zbozowa,281,90
2062,Lubiaszów,10-524,Solecka,105,
2063,Bajerze,40-598,Jasminowa,977,15
2064,Kramarzewo,20-258,Parkowa,602,
2065,Bagdad,34-441,Przepiorek,519,
2066,Abisynia,31-984,Klonowa,425,7
2067,Laskowa,72-345,Brzozowa,39,
2068,Antoniów,86-825,Rozana,261,
2069,Bachotek,86-301,Opalowa,915,
2070,Kupce,11-595,Malownicza,162,
2071,Abramowice,62-151,Jachtowa,641,91
2072,Krakowiany,27-872,Skowronkow,251,
2073,Gorzycko,97-862,Wiklinowa,44,5
2074,Gorzkowice,68-593,Blekitna,177,71
2075,Baranówek,59-317,Zielone Wzgorze,662,
2076,Antoninek,25-179,Syrenki,628,
2077,Antolka,37-175,Spacerowa,224,
2078,Bajory,35-846,Strefowa,153,
2079,Adamkowo,27-241,Koronkowa,941,20
2080,Gorzuchowo,27-179,Alabastrowa,651,
2081,Leszczyna,36-435,Koronkowa,491,1
2082,Bañki,83-956,Slupska,666,4
2083,Lasek,56-875,Szafirkow,578,85
2084,Bachowice,30-346,Zielona,541,
2085,Gorzkowice,91-110,Brzoskwiniowa,253,65
2086,Bagny,48-178,Topolowa,564,
2087,Grabarka,65-106,Orlikow,840,19
2088,Kramarzówka,75-954,Wichrowa,249,
2089,Baranówka,14-971,Szyprow,535,
2090,Lubcza,32-233,Cicha,371,56
2091,Krapkowice,28-908,Jarzebinowa,42,12
2092,Antoniny,97-512,Daktylowa,343,
2093,Laryszów,67-474,Swierkowa,975,79
2094,Baranowiec,75-815,Tulipanow,206,2
2095,Banaszki,90-127,Szmaragdowa,99,39
2096,Laskownica,62-740,Kupiecka,504,
2097,Antoniewo,49-705,Skowronkow,160,
2098,Banino,88-499,Slupska,94,55
2099,Bajory,77-379,Niepodleglosci,629,75
2100,Barchów,87-358,Tychowska,897,
2101,Kranów,18-469,Glogowa,926,87
2102,Bachów,41-719,Dworcowa,946,13
2103,Adampol,23-290,Ziemowita,543,
2104,Barany,49-325,Leszczynowa,598,71
2105,Balewko,34-136,Strumykowa,376,50
2106,Balków,63-937,Cisowa,952,
2107,Kramkówka,74-203,Polnocna,277,45
2108,Kupin,44-145,Rumiank�w,757,
2109,Landek,58-107,Akacjowa,163,
2110,Bacze,93-178,Cedrowa,402,33
2111,Krakowiany,81-839,Grodzka,542,
2112,Leszczynka,20-788,Bajkowa,214,
2113,Krzepczów,14-556,Zakole,809,27
2114,Kranek,84-562,Mahoniowa,870,
2115,Laliny,82-993,Wisniowa,364,25
2116,achanowo,34-924,Zytnia,704,
2117,Adamczowice,53-936,Dworcowa,446,
2118,Antoniów,60-485,Krawiecka,952,54
2119,Balnica,57-959,Macierzy,730,34
2120,Badrzychowice,67-759,Liliowa,410,65
2121,Krakuszowice,17-809,Sportowa,362,99
2122,Gorzuchy,14-441,Mlodosci,671,8
2123,Kupiatycze,41-891,Boczna,40,36
2124,Grabianka,50-547,Pszeniczna,29,18
2125,Lubenia,23-627,Wspolna,290,
2126,achanowo,15-164,Cicha,440,58
2127,Ladorudzek,78-888,Fiolkow,343,
2128,Laskowizna,56-904,Koronkowa,271,
2129,Bagnica,34-739,Bliska,121,26
2130,Balice,91-299,Limbowa,223,16
2131,Grabianowo,30-702,Bajkowa,334,95
2132,Rogiedle,22-466,Cisowa,610,
2133,Antoniów,64-347,Szyprow,182,
2134,Adamki,20-157,Czeremchowa,734,64
2135,Leszczyna,65-291,Harcerska,561,
2136,Lasek,84-703,Orzechowa,230,74
2137,Banica,53-395,Wedrowna,176,86
2138,Balnica,20-653,Daktylowa,192,21
2139,Kup,95-116,Przyjazni,827,39
2140,Las,17-628,Gerberowa,213,52
2141,Krakulice,78-617,Grodzka,714,32
2142,Baliki,26-415,Wiklinowa,730,
2143,Lubiana,64-926,Pancerniakow,178,
2144,Rogierówko,75-515,Tulipanow,459,56
2145,Grabczok,10-595,Koronkowa,771,
2146,Barciszewo,46-263,Zgoda,701,
2147,Kurabka,99-287,Klonowa,579,
2148,Bachmatówka,87-744,Szpitalna,186,98
2149,Grabarze,20-906,Deszczowa,876,
2150,Grabarka,15-173,Tkacka,977,
2151,Bachlawa,59-947,Spoldzielcza,453,85
2152,Bajdy,30-167,Tychowska,171,
2153,Baczków,41-435,Pocztowa,288,47
2154,Lubenka,56-739,Kupiecka,107,
2155,Grabce,98-554,Zorzy,266,23
2156,Adamin,94-508,Letnia,714,76
2157,Barchaczów,82-967,Harcerska,635,
2158,Balewko,48-735,Zyzna,295,
2159,Ladeniska,82-556,Szmaragdowa,205,
2160,Baczyna,97-597,Wypoczynkowa,256,41
2161,Antonina,23-212,Zlotych Klosow,365,
2162,Barchów,76-466,Jasminowa,602,20
2163,Antoniki,65-263,Poziomkowa,244,
2164,Banino,24-322,Rybacka,535,40
2165,Abisynia,46-934,Slowianska,98,31
2166,Barcinek,38-373,Limbowa,369,
2167,Gorzuchów,30-783,Biwakowa,283,
2168,Lamkowizna,47-613,Blekitna,679,54
2169,Antonów,28-631,Smiala ,277,6
2170,Abisynia,62-574,Wypoczynkowa,875,9
2171,Rogieniczki,20-529,Gęsia,459,57
2172,Abisynia,24-214,Gęsia,778,80
2173,Rogaszyce,30-193,Zyzna,830,2
2174,Barchnowy,64-977,Zurawinowa,946,
2175,Rogawica,48-760,Truskawkowa,159,
2176,Baldwinowice,59-541,Klonowa,86,
2177,Baranki,31-621,Lniana,687,49
2178,Krzepin,83-477,Wiazowa,55,98
2179,Kraków,47-171,Ksiezycowa,489,
2180,Lakiele,94-305,Modrzewiowa,964,
2181,Lubianków,58-264,Pancerniakow,885,
2182,Anteczków,47-207,Smiala ,737,54
2183,Kupimierz,68-801,Magnolii,58,56
2184,Gorzków,21-645,Promykowa,40,
2185,Bagniuki,14-832,Strefowa,174,15
2186,Krzepocin,73-748,Bursztynowa,298,17
2187,Rogalinko,16-596,Malownicza,103,85
2188,Kuranów,44-574,Orzechowa,993,
2189,Badulki,36-815,Kra�cowa,43,8
2190,Antolka,33-923,Macierzy,498,
2191,Lubatowa,29-138,Stoczniowcow,691,97
2192,Kranek,38-234,Wiazowa,434,55
2193,Lubaszcz,89-339,Grodzka,883,
2194,Krzepiszyn,89-457,Wakacyjna,58,
2195,Krzepczów,72-544,Sadowa,166,64
2196,Gorzów,22-563,Gwiezdna,195,27
2197,Bagniewko,55-443,Brzoskwiniowa,474,74
2198,Godziszka,89-149,Jasminowa,50,97
2199,Krzepin,16-360,Kra�cowa,348,
2200,Lubejki,25-474,Zwirowa,513,
2201,Barankowo,55-583,Cedrowa,916,63
2202,Rogalinko,14-948,Zwyciestwa,512,
2203,Antoninów,15-399,Swierkowa,381,
2204,Bachórzec,24-550,Niepodleglosci,398,10
2205,Lubatowa,73-305,Jachtowa,601,
2206,Leszkowy,97-997,Zbozowa,670,21
2207,Antonielów,17-249,Syrenki,958,
2208,Balczewo,43-500,Deszczowa,800,91
2209,Bachowice,92-926,Zwyciestwa,341,43
2210,Krakowiany,88-789,Golebia,999,
2211,Bagno,56-418,Stokrotek,951,
2212,Grabarze,17-915,Strumykowa,253,76
2213,Bañska,96-353,Blekitna,218,
2214,Antoniny,57-754,Torfowa,41,39
2215,Bagdad,71-580,Podmiejska,774,27
2216,Kupienino,94-682,Smiala ,153,35
2217,Kup,20-109,Krotka,720,61
2218,Leszkomin,37-504,Rzepakowa,394,67
2219,Balcerów,91-283,Akacjowa,860,
2220,Barcin,59-439,Polnocna,13,
2221,Bachotek,17-300,Stoczniowcow,78,
2222,Laskowo,15-395,Wiazowa,32,92
2223,Antoniewko,18-370,Ziemowita,231,33
2224,Grabianowo,22-395,Hebanowa,968,47
2225,Laskowo,44-870,Ziemowita,831,12
2226,Antomieszki,81-739,Krawiecka,992,
2227,Barce,33-737,Ziemowita,5,0
2228,Barchów,61-790,Sliwkowa,845,42
2229,Barany,37-598,Liliowa,921,75
2230,Grabarka,63-154,Wrzesniowa,671,
2231,Laseczno,96-812,Pocztowa,402,85
2232,Lanckorona,18-668,Zefirowa,381,59
2233,Lafajetowo,95-536,Kupiecka,694,87
2234,Kramkówka,98-588,Zacisze,772,94
2235,Gorzkowice,99-851,Swierkowa,816,
2236,Lalkowy,27-190,Bzow,237,
2237,Laska,64-936,Krawiecka,113,
2238,Luberadz,46-957,Syrenki,939,
2239,Kupce,74-920,Liliowa,821,18
2240,achanowo,47-387,Palmowa,490,46
2241,Grabianka,25-834,Stokrotek,217,47
2242,Baranówka,22-849,Rybacka,414,
2243,Kupinin,24-428,Papiernicza,545,68
2244,Baranki,45-677,Rumiank�w,830,
2245,Bandrów,24-311,Glogowa,884,
2246,Barcino,44-726,Azaliowa,697,65
2247,Langanki,65-673,Rubinowa,675,60
2248,Lubczyno,10-761,Ulanska,573,
2249,Kupimierz,65-321,Magnolii,919,
2250,Gorzkowice,56-749,Akacjowa,155,
2251,Bagienice,85-921,Sarzynska,342,61
2252,Krzepin,21-644,Spoldzielcza,649,
2253,Bagno,34-420,Diamentowa,36,
2254,Bachorza,34-237,Sosnowa,676,
2255,Gorzyczki,20-970,Nasturcji,354,67
2256,Kramsk,95-849,Spokojna,250,
2257,Antolka,87-240,Wiazowa,140,
2258,Laryszów,98-331,Nadbrzezna,132,92
2259,Bagniewo,93-119,Slaska,637,82
2260,Langanki,66-104,Jabloniowa,784,
2261,Balbinów,48-189,Projektantow,961,19
2262,Kranek,21-591,Orlikow,344,72
2263,Leszczyna,85-729,Irysow,606,
2264,Baranki,83-418,Lakowa,515,
2265,Kramarzówka,72-617,Pogodna,696,57
2266,Bachów,83-827,Czeremchowa,504,
2267,Bagienko,10-436,Sportowa,306,50
2268,Krzepice,76-422,Tulipanow,395,
2269,Rogatka,62-980,Zielona,914,2
2270,Barak,35-452,Rozana,609,40
2271,Balinka,45-834,Szmaragdowa,420,86
2272,Laliny,97-276,Polnocna,351,
2273,Baniocha,57-447,Wierzbowa,849,
2274,Ladeniska,46-245,Bzow,44,
2275,Lamkowo,69-667,Jarzebinowa,406,
2276,Baciki,53-409,Sloneczna,458,52
2277,Lubianki,71-980,Pigwowa,645,
2278,Bajdy,86-160,Bajkowa,228,7
2279,Lubejki,94-935,Roz,439,
2280,Bagny,56-419,Niezapominajek,759,
2281,Ladeniska,74-285,Krotka,709,78
2282,Grabek,83-892,Spoldzielcza,784,4
2283,Rogi,81-227,Leszczynowa,661,28
2284,Kupnina,14-762,Nadbrzezna,938,87
2285,Rogieniczki,85-715,Bliska,861,
2286,Kramkowo,48-106,Gajowa,906,
2287,Rogalów,51-719,Gwiezdna,643,
2288,Antonie,58-241,Saperow,490,1
2289,Rogalice,85-505,Strumykowa,802,
2290,Bachmackie,24-789,Szeroka,756,
2291,Kramkowo,13-503,Wypoczynkowa,859,
2292,Langanki,87-775,Jarzebinowa,191,57
2293,Leszczyniak,21-118,Harcerska,275,4
2294,Bagienica,60-629,Strusia,416,
2295,Kupienin,19-330,Swierkowa,903,
2296,Kupna,94-972,Przyjazni,247,
2297,Lubatówka,96-406,Brzoskwiniowa,364,
2298,Badulki,94-322,Debowa,966,96
2299,Lubaty,58-837,Tradycji,772,65
2300,Kuplisk,98-545,Wypoczynkowa,460,69
2301,Lubecko,54-474,Tkacka,842,
2302,Kupno,77-945,Rozana,380,
2303,Kramkowo,71-318,Grodzka,365,
2304,Bagicz,98-469,Liliowa,588,
2305,Bagnica,90-939,Zielone Wzgorze,223,2
2306,Bandysie,59-183,Ptasia,112,11
2307,Kupinin,87-561,Boczna,411,
2308,Kuranów,95-775,Slowianska,330,66
2309,Grabczok,73-853,Dworcowa,320,73
2310,Antonów,85-211,Gęsia,485,29
2311,Barchów,30-355,Gęsia,77,59
2312,Gorzków,20-703,Szkutnicza,445,80
2313,Kramarzówka,22-857,Zlota,67,
2314,Krzepice,91-259,Tatarakow,724,
2315,Bajory,49-900,Paproci,986,
2316,Lubenia,24-222,Sanatoryjna,77,51
2317,Antoniówka,50-472,Zlotych Klosow,310,
2318,Baldwinowice,59-674,Wiklinowa,917,
2319,Bachorzew,11-437,Szafranowa,580,4
2320,Baranówek,82-590,Olchowa,374,
2321,Barcikowo,76-835,Slonecznikow,245,
2322,Grabianów,80-826,Tychowska,649,4
2323,Baranów,68-886,Koronkowa,343,
2324,Kramnik,33-757,Gerberowa,905,52
2325,Bachowice,39-974,Solecka,884,1
2326,Abisynia,98-506,Plowce,354,
2327,Leszczyniec,32-557,Nasturcji,703,25
2328,Baranów,15-518,Rozana,237,
2329,Leszkiemie,53-596,Szkolna,753,38
2330,Lakiele,70-428,Slowianska,374,
2331,Achrymowce,15-272,Kalinowa,300,
2332,Bagna,30-615,Bajkowa,962,
2333,Antoniki,69-271,Przepiorek,107,
2334,Leszczyniec,75-761,Mahoniowa,738,
2335,Balewo,31-608,Promowa,359,9
2336,Balcerów,19-446,Liliowa,760,46
2337,Bagienica,74-125,Promowa,421,49
2338,Grabarka,39-716,Wakacyjna,770,
2339,Badów,17-741,Przyjazni,592,65
2340,Bagicz,63-467,Szafranowa,643,53
2341,Barany,41-552,Jabloniowa,766,74
2342,Antoninów,25-468,Ptasia,973,70
2343,Lubatowa,27-883,Kasztanowa,900,56
2344,Gorzków,74-685,Plowce,154,67
2345,Adamówek,99-410,Strusia,865,97
2346,Godziszowa,86-360,Brzoskwiniowa,682,96
2347,Rogawka,40-564,Leszczynowa,43,
2348,Antoniówka,77-628,Nagietkow,416,1
2349,Lubasz,20-336,Krawiecka,792,
2350,Barak,51-165,Slowikow,309,55
2351,Kupno,24-282,Krakowska,635,
2352,Baran,15-728,Krawiecka,918,
2353,Rogieniczki,74-259,Orlikow,150,64
2354,Adampol,74-714,Prosta,738,33
2355,Luberadz,19-495,Mirtowa,727,
2356,Krajów,85-433,Wedrowna,235,
2357,Bagienice,48-110,Spacerowa,276,26
2358,Bachus,74-956,Truskawkowa,404,
2359,Leszczyny,78-755,Zytnia,968,22
2360,Bañkowszczyzna,20-365,Zwyciestwa,300,4
2361,Bagniewo,88-253,Zytnia,864,75
2362,Bajory,93-616,Sliwkowa,91,
2363,Bachotek,94-876,Wichrowa,978,
2364,Laskowice,28-971,Zwyciestwa,647,13
2365,Lalkowy,96-758,Jesionowa,979,
2366,Antoninek,86-845,Rycerska,749,92
2367,Bajorski,50-223,Biwakowa,430,
2368,Ladzin,13-217,Wedrowna,741,83
2369,Rogieniczki,66-332,Wrzesniowa,296,
2370,Bagicz,82-831,Solecka,252,
2371,Barcinek,10-778,Gozdzikow,501,
2372,Antonówka,81-889,Brzozowa,259,76
2373,Kupin,94-146,Smiala ,389,
2374,Krzepiszyn,58-682,Azaliowa,327,
2375,Kupin,99-914,Zurawia,485,82
2376,Baranowice,84-157,Golebia,636,
2377,Rogalik,77-250,Gerberowa,36,
2378,Baran,13-461,Bzow,29,28
2379,Bagieniec,17-465,Przyjazni,971,61
2380,Rogalinek,29-130,Wrzesniowa,148,
2381,Bañska,28-911,Daleka,250,63
2382,Barbarka,49-642,Torfowa,95,92
2383,Grabek,19-965,Boczna,850,
2384,Leszczyna,72-773,Jarzebinowa,768,
2385,Antonowo,57-218,Jabloniowa,746,34
2386,Gorzuchy,25-324,Sliwkowa,98,
2387,Kupinin,10-659,Ksiezycowa,822,76
2388,Baczyn,83-785,Panoramiczna,384,
2389,Adamowice,85-581,Krotka,349,14
2390,Barbarówka,43-482,Glogowa,168,
2391,Antoniew,39-428,Szeroka,973,
2392,Adamowice,51-308,Poziomkowa,813,77
2393,Kupnina,46-428,Jasna,259,
2394,Bañki,95-917,Wakacyjna,63,
2395,Rogielkajmy,69-337,Jodlowa,738,
2396,Rogalice,78-586,Rubinowa,657,
2397,Rogalów,37-568,Przyjazni,944,50
2398,Krzepocinek,83-658,Slupska,609,44
2399,Krzepocinek,56-432,Magnolii,306,43
2400,Bachów,84-884,Pszeniczna,428,
2401,Lubaszcz,21-107,Projektantow,955,15
2402,Lubczyno,80-978,Pogodna,128,
2403,Baciuty,98-704,Ptasia,754,
2404,Lubianka,35-342,Irysow,908,12
2405,Adamkowo,21-715,Glogowa,977,
2406,Krapkowice,31-879,Rycerska,342,1
2407,Lubatowa,44-891,Glogowa,106,
2408,Baranki,10-396,Zalesie,685,
2409,Kuranów,48-192,Sliwkowa,630,82
2410,Lasanka,56-166,Fiolkow,1,37
2411,Baranowice,68-183,Limbowa,196,16
2412,Kramkówka,92-539,Sliwkowa,853,
2413,Bachury,38-499,Tulipanow,361,11
2414,Gorzuchy,14-420,Malinowa,666,
2415,Lubawa,88-687,Rybacka,541,
2416,Bachlawa,86-130,Ulanska,573,33
2417,Bagrowo,23-978,Truskawkowa,513,1
2418,Grabianka,23-927,Nagietkow,235,
2419,Laskowiec,16-505,Wiklinowa,294,37
2420,Landek,21-879,Pocztowa,342,
2421,Balików,75-716,Jachtowa,25,
2422,Balewo,64-474,Sosnowa,57,
2423,Bachórzec,68-774,Ulanska,115,
2424,Ladeniska,87-750,Sliwkowa,778,69
2425,Barciany,61-148,Promowa,355,
2426,Rogity,52-505,Szkolna,939,
